,correct_formula,A,A',B,B',X,lat_bvm,lat_opt,lat_err,hf_opt,pbe_bg
953,CsK_MgSrF6,Cs,K,Mg,Sr,F,6.250753235,6.286869665,-0.574473974,-3.538106024,6.379362
954,Cs2K_RhCl6,Cs,Cs,K,Rh,Cl,7.691059038,7.641294508,0.651257846,-1.689319641,1.781766
955,K_2MnZnF6,K,K,Mn,Zn,F,5.938212038,5.917331782,0.352866068,-2.766992332,1.727114
956,RbBaCrCuF6,Rb,Ba,Cr,Cu,F,6.015286677,6.058527546,-0.713719112,-2.722772378,0
957,CsRbCdSnBr6,Cs,Rb,Cd,Sn,Br,7.442935268,8.120449051,-8.3433044,-1.394103872,1.286891
958,Cs2AgInCl6,Cs,Cs,Ag,In,Cl,7.454885373,7.5383386,-1.107050657,-1.584631885,1.034904
959,Cs2CoAgCl6,Cs,Cs,Co,Ag,Cl,7.285179745,7.186390416,1.374672447,-1.325168445,0.491028
960,RbK_ZnPbCl6,Rb,K,Zn,Pb,Cl,7.493846956,7.53409382,-0.53419648,-1.622175948,2.589693
961,K_2TiAgF6,K,K,Ti,Ag,F,6.166536817,6.21649138,-0.803581312,-2.852282493,0
962,Cs2BaPtF6,Cs,Cs,Ba,Pt,F,6.588750276,6.804181216,-3.166155238,-2.649400866,1.256152
963,RbK_CaCuF6,Rb,K,Ca,Cu,F,6.011751143,6.085662416,-1.214514837,-2.930171976,0.001662
964,Rb2ZnPtF6,Rb,Rb,Zn,Pt,F,5.941040465,6.111310111,-2.786139844,-2.231410459,0.433455
965,CsRbCuMoF6,Cs,Rb,Cu,Mo,F,6.187962153,6.207005699,-0.30680729,-2.447279957,1.467802
966,Cs2CaCdF6,Cs,Cs,Ca,Cd,F,6.461471056,6.455894742,0.086375541,-3.171984593,5.204451
967,Rb2TiAgCl6,Rb,Rb,Ti,Ag,Cl,7.316292444,7.315264617,0.014050442,-1.730661294,0
968,CsK_TiAuCl6,Cs,K,Ti,Au,Cl,7.279522891,7.341078126,-0.838504017,-1.597344876,0
969,RbK_CrSnF6,Rb,K,Cr,Sn,F,6.191356265,6.323394954,-2.088098086,-2.652927512,0.009076
970,Cs2AsRbBr6,Cs,Cs,As,Rb,Br,8.416550595,8.409810584,0.080144623,-1.457587495,2.946231
971,Rb2CaMnF6,Rb,Rb,Ca,Mn,F,6.257824303,6.215960023,0.673496609,-3.236469165,2.760085
972,RbK_CaCoF6,Rb,K,Ca,Co,F,6.062662831,6.089128138,-0.434632125,-3.009877868,0
973,Cs2AgAuBr6,Cs,Cs,Ag,Au,Br,7.726414377,7.748458637,-0.284498647,-1.073326565,0
974,Cs2TiSrCl6,Cs,Cs,Ti,Sr,Cl,7.889826754,7.646966731,3.175900086,-2.177087971,0.020977
975,Rb2CuMoF6,Rb,Rb,Cu,Mo,F,6.094624058,6.134267024,-0.646254326,-2.452632125,1.373957
976,RbK_MnSrCl6,Rb,K,Mn,Sr,Cl,7.1855484,7.586028879,-5.279184741,-2.041275198,2.477095
977,CsK_TiSnCl6,Cs,K,Ti,Sn,Cl,7.727121483,7.559947367,2.211313226,-1.703009773,0.006633
978,CsRbScAuCl6,Cs,Rb,Sc,Au,Cl,7.432257956,7.456577427,-0.326147904,-1.84581466,1.863969
979,CsK_CoCdF6,Cs,K,Co,Cd,F,6.20125576,6.148419591,0.859345531,-2.473298446,0
980,CsRbNiSnCl6,Cs,Rb,Ni,Sn,Cl,7.37639652,7.39964497,-0.314183317,-1.484651041,0
981,CsRbSrPdF6,Cs,Rb,Sr,Pd,F,6.443086279,6.506303135,-0.971624818,-2.762247793,0.000252
982,CsK_ScAuCl6,Cs,K,Sc,Au,Cl,7.41811582,7.436281844,-0.244289073,-1.826667172,1.869177
983,Cs2TiPtF6,Cs,Cs,Ti,Pt,F,6.54632387,6.542350302,0.060736094,-2.60557355,0.012153
984,Cs2MnSnCl6,Cs,Cs,Mn,Sn,Cl,7.198205611,7.60569084,-5.35763598,-1.68507295,1.56868
985,K_2NaV_F6,K,K,Na,V,F,5.99683119,5.96632472,0.511310923,-3.110807373,0.000989
986,K_2ScAgF6,K,K,Sc,Ag,F,6.213205865,6.285579,-1.151415566,-3.114354631,2.999018
987,Rb2NiSrF6,Rb,Rb,Ni,Sr,F,6.233782672,6.269913871,-0.576263083,-2.982081306,1.522308
988,CsK_LiAlF6,Cs,K,Li,Al,F,5.742272749,5.893282761,-2.56240907,-3.355135021,7.035982
989,Rb2TiV_F6,Rb,Rb,Ti,V,F,7.157264128,6.010590554,19.07755259,-2.923601862,0
990,Cs2NaAuCl6,Cs,Cs,Na,Au,Cl,7.409630539,7.536956184,-1.689351004,-1.456144524,0
991,Cs2V_MnF6,Cs,Cs,V,Mn,F,6.687745226,6.142599051,8.874845492,-2.790929555,0.860331
992,K_2NaRuF6,K,K,Na,Ru,F,6.534232344,6.022560148,8.495925046,-2.611760905,0.001202
993,Rb2CoZnF6,Rb,Rb,Co,Zn,F,5.912756194,5.909337758,0.057848039,-2.524122459,0
994,CsRbTiPbF6,Cs,Rb,Ti,Pb,F,6.97907322,6.390522533,9.209742771,-2.832294825,0
995,Rb2NaInF6,Rb,Rb,Na,In,F,6.186335807,6.255894788,-1.111894994,-2.961884993,5.239814
996,CsRbCoSnF6,Cs,Rb,Co,Sn,F,6.245096381,6.340035822,-1.497459063,-2.497246291,0.002197
997,CsRbTiSnBr6,Cs,Rb,Ti,Sn,Br,8.127414632,7.980206079,1.844671072,-1.436135918,0.001426
998,Cs2NaV_F6,Cs,Cs,Na,V,F,6.237247495,6.261039266,-0.379997154,-3.099323095,0.001681
999,Rb2AgInCl6,Rb,Rb,Ag,In,Cl,7.384174695,7.46235646,-1.047681995,-1.543979169,0.981996
1000,Cs2TiAgF6,Cs,Cs,Ti,Ag,F,6.381497279,6.397181458,-0.24517327,-2.885151555,0
1001,Rb2PdCdF6,Rb,Rb,Pd,Cd,F,6.271966438,6.266310198,0.090264283,-2.298571851,0.012374
1002,RbK_MgZnF6,Rb,K,Mg,Zn,F,5.802447536,5.829111996,-0.457436056,-3.104591539,5.484789
1003,CsRbTiZnCl6,Cs,Rb,Ti,Zn,Cl,7.270401213,7.215526547,0.76050813,-1.70384482,0
1004,CsBaK_NiF6,Cs,Ba,K,Ni,F,6.40560962,6.324059321,1.289524574,-2.89221859,1.618844
1005,Cs2AlK_Cl6,Cs,Cs,Al,K,Cl,7.634490495,7.64481896,-0.135104115,-2.064823029,4.503907
1006,Cs2MgPdF6,Cs,Cs,Mg,Pd,F,6.139030364,6.138809048,0.003605194,-2.660451819,1.00E-06
1007,CsK_TiSnF6,Cs,K,Ti,Sn,F,6.833409223,6.416009298,6.505600376,-2.816689471,0
1008,CsBaNaCuF6,Cs,Ba,Na,Cu,F,6.121352694,6.094802672,0.435617417,-2.884909403,0.007198
1009,Cs2AsRbF6,Cs,Cs,As,Rb,F,6.665754205,6.779789987,-1.681995788,-2.757518501,4.534633
1010,CsRbK_RuCl6,Cs,Rb,K,Ru,Cl,7.908847926,7.605400732,3.98989093,-1.613227129,0.010649
1011,Cs2K_FeCl6,Cs,Cs,K,Fe,Cl,7.705201173,7.711411423,-0.080533247,-1.732854299,0.933294
1012,RbK_BePdF6,Rb,K,Be,Pd,F,5.74446478,5.72363528,0.363920812,-2.491984167,0
1013,Cs2CaV_Cl6,Cs,Cs,Ca,V,Cl,7.875684618,7.432334045,5.965159401,-2.101650206,1.11275
1014,CsK_AlRbCl6,Cs,K,Al,Rb,Cl,7.791468201,7.720840176,0.914771235,-2.005412874,4.420912
1015,CsRbCaTiBr6,Cs,Rb,Ca,Ti,Br,8.141556768,7.8668536,3.491906447,-1.820091499,0.019485
1016,RbK_MgNiF6,Rb,K,Mg,Ni,F,5.785476973,5.786964609,-0.025706672,-2.915779687,1.287775
1017,Rb2K_NbF6,Rb,Rb,K,Nb,F,6.425337899,6.576417319,-2.297290647,-2.946668657,0
1018,Rb2CaTiCl6,Rb,Rb,Ca,Ti,Cl,7.686180001,7.404917754,3.798316961,-2.131133037,0.010368
1019,RbK_PdPtCl6,Rb,K,Pd,Pt,Cl,6.973416365,7.064458301,-1.288732018,-1.248157837,0
1020,CsRbMnSrF6,Cs,Rb,Mn,Sr,F,6.499654822,6.445763731,0.83606991,-3.203316971,2.557588
1021,RbK_MgCdF6,Rb,K,Mg,Cd,F,6.059834404,6.042611144,0.28503009,-3.06065837,4.979468
1022,Cs2BeSrF6,Cs,Cs,Be,Sr,F,6.167314635,6.133142936,0.557164562,-3.305384976,6.968379
1023,RbK_CaCrCl6,Rb,K,Ca,Cr,Cl,7.389195153,7.361473611,0.376575988,-1.976273123,0
1024,CsRbK_ScF6,Cs,Rb,K,Sc,F,6.524332849,6.546377862,-0.336751307,-3.52535983,6.565433
1025,CsK_TiCdCl6,Cs,K,Ti,Cd,Cl,7.14595042,7.393548971,-3.348845757,-1.708976633,0
1026,RbK_CaCoCl6,Rb,K,Ca,Co,Cl,7.314241834,7.277508803,0.504747325,-1.844609225,0.002275
1027,RbK_NaMnF6,Rb,K,Na,Mn,F,6.019458607,6.01982979,-0.006166005,-2.932158838,0.000755
1028,CsBaLiCaF6,Cs,Ba,Li,Ca,F,6.085997355,6.114632499,-0.468305233,-3.603605501,6.777281
1029,Rb2MoAgF6,Rb,Rb,Mo,Ag,F,6.255844404,6.367209045,-1.749033842,-2.476053896,0.956025
1030,CsK_ZnPtF6,Cs,K,Zn,Pt,F,6.01457957,6.139179472,-2.029585591,-2.216789185,0.454963
1031,RbK_MgPtF6,Rb,K,Mg,Pt,F,5.850530797,6.023284118,-2.868091852,-2.607237138,1.118168
1032,Rb2AgAuCl6,Rb,Rb,Ag,Au,Cl,7.262552328,7.290930418,-0.389224535,-1.220567258,0.022322
1033,RbK_BeCdF6,Rb,K,Be,Cd,F,5.863258719,5.792023653,1.229882167,-2.847416617,4.610628
1034,K_2CaMnF6,K,K,Ca,Mn,F,6.215397896,6.154753374,0.985328222,-3.22541777,2.376638
1035,K_2CuBaF6,K,K,Cu,Ba,F,6.416216222,6.464262982,-0.743267409,-2.805313064,0.008711
1036,RbK_CrZnF6,Rb,K,Cr,Zn,F,5.875986641,5.933255409,-0.965216632,-2.698348432,0
1037,Rb2K_CuF6,Rb,Rb,K,Cu,F,6.272602835,6.319879692,-0.748065775,-2.452811228,0.004466
1038,Cs2CaMnCl6,Cs,Cs,Ca,Mn,Cl,7.168577837,7.494277264,-4.345975142,-2.10035411,2.593546
1039,CsK_CaPtF6,Cs,K,Ca,Pt,F,6.184285198,6.362709496,-2.804218833,-2.702487562,1.356333
1040,RbK_LiAlF6,Rb,K,Li,Al,F,5.612165101,5.730251766,-2.060758756,-3.401441403,7.33942
1041,CsRbV_PtF6,Cs,Rb,V,Pt,F,6.535010161,6.307769993,3.60254366,-2.357325681,0
1042,CsRbFePbCl6,Cs,Rb,Fe,Pb,Cl,7.57869977,7.56826403,0.13788816,-1.547053781,0.004181
1043,CsRbCuBiF6,Cs,Rb,Cu,Bi,F,6.382911492,6.44799154,-1.00930728,-2.462464018,1.072785
1044,CsK_MgNiF6,Cs,K,Mg,Ni,F,5.938212038,5.879844663,0.992668656,-2.87069328,1.238285
1045,CsK_FeRbF6,Cs,K,Fe,Rb,F,6.61625673,6.558314033,0.883499886,-2.790958141,1.63798
1046,CsK_BePbF6,Cs,K,Be,Pb,F,6.075390753,6.088469157,-0.214806114,-2.856022219,5.07793
1047,Rb2CdSnF6,Rb,Rb,Cd,Sn,F,6.496826395,6.538757766,-0.641274268,-2.644645841,2.608076
1048,K_2TiCdF6,K,K,Ti,Cd,F,6.795225457,6.706784996,1.31867148,-2.918312984,0.64354
1049,CsBaLiCuF6,Cs,Ba,Li,Cu,F,5.927605436,5.934323831,-0.113212477,-2.914619957,0.008803
1050,CsK_TiPtCl6,Cs,K,Ti,Pt,Cl,7.298685485,7.203385271,1.322992044,-1.493923519,0
1051,CsK_AgBiF6,Cs,K,Ag,Bi,F,6.563930828,6.67630706,-1.68320946,-2.471087686,2.566439
1052,Cs2CuAgF6,Cs,Cs,Cu,Ag,F,6.300887106,6.185172152,1.870844516,-2.179081678,0
1053,K_2V_SrF6,K,K,V,Sr,F,6.974830579,6.298830123,10.73215887,-3.213814608,0.231901
1054,CsRbAlAgCl6,Cs,Rb,Al,Ag,Cl,7.208812213,7.282493282,-1.011756086,-1.72136225,2.212874
1055,CsK_MgSnCl6,Cs,K,Mg,Sn,Cl,7.432965062,7.557106425,-1.642710265,-1.861833145,3.099085
1056,CsK_MgCoF6,Cs,K,Mg,Co,F,5.963667882,5.903231083,1.023791855,-2.870647111,0.000681
1057,RbK_LiBiF6,Rb,K,Li,Bi,F,6.035014956,6.203275724,-2.712450252,-2.870708373,4.949795
1058,CsRbNaCuF6,Cs,Rb,Na,Cu,F,6.067541868,6.149210386,-1.328113902,-2.469027811,0.00146
1059,CsRbLiBiCl6,Cs,Rb,Li,Bi,Cl,7.443571664,7.558335183,-1.518370332,-1.797680017,3.633505
1060,RbK_CrMnCl6,Rb,K,Cr,Mn,Cl,6.783911748,7.11562505,-4.661759152,-1.604663222,0.03851
1061,CsK_CdPtCl6,Cs,K,Cd,Pt,Cl,6.947960521,7.328139787,-5.187936871,-1.343963944,0
1062,RbK_LiAuF6,Rb,K,Li,Au,F,5.958647424,5.990550916,-0.532563573,-2.293177712,0
1063,RbK_NiAgF6,Rb,K,Ni,Ag,F,6.049157092,6.01565717,0.556878842,-2.254642508,0
1064,RbK_NaNiF6,Rb,K,Na,Ni,F,5.954404783,5.949149334,0.088339504,-2.598320038,0
1065,Rb2SrPdF6,Rb,Rb,Sr,Pd,F,6.409145154,6.466943668,-0.893753169,-2.75054048,0
1066,RbK_CuBiF6,Rb,K,Cu,Bi,F,6.292401824,6.365462517,-1.147767233,-2.444452106,0.905255
1067,Cs2GaRbF6,Cs,Cs,Ga,Rb,F,6.575244537,6.59505847,-0.300436048,-3.010357737,5.91938
1068,CsRbCrFeF6,Cs,Rb,Cr,Fe,F,6.065491258,6.043161293,0.369508009,-2.548670655,0
1069,K_2NiBaF6,K,K,Ni,Ba,F,6.419044649,6.436716726,-0.274551107,-2.891212177,1.537153
1070,CsRbMgSrCl6,Cs,Rb,Mg,Sr,Cl,7.581528197,7.61465163,-0.434996039,-2.317872152,4.92372
1071,K_BaCuZnF6,K,Ba,Cu,Zn,F,5.919120155,5.984318111,-1.089480118,-2.759280878,0.173697
1072,CsRbK_MnF6,Cs,Rb,K,Mn,F,6.416852618,6.42811779,-0.175248375,-2.913465082,0
1073,RbBaBeK_F6,Rb,Ba,Be,K,F,6.084583141,6.007453429,1.28390029,-3.298676539,6.524274
1074,CsRbMgNiF6,Cs,Rb,Mg,Ni,F,5.980638445,5.920974655,1.00766839,-2.861811749,1.216881
1075,Cs2RbAuCl6,Cs,Cs,Rb,Au,Cl,7.983801245,7.944000063,0.501021925,-1.44651276,0.002913
1076,CsRbMoAgCl6,Cs,Rb,Mo,Ag,Cl,7.361547278,7.386756513,-0.341276106,-1.471939923,0.83148
1077,Cs2CrMnF6,Cs,Cs,Cr,Mn,F,6.223883177,6.162837089,0.990551707,-2.697930209,0.003805
1078,RbK_V_BaF6,Rb,K,V,Ba,F,7.213832671,6.540305308,10.29810278,-3.155051693,0
1079,CsRbMgSrBr6,Cs,Rb,Mg,Sr,Br,8.087816653,8.05945639,0.351888038,-1.987805172,3.865338
1080,CsRbLiFeF6,Cs,Rb,Li,Fe,F,5.869551969,6.032571373,-2.702320353,-2.818819653,1.631361
1081,CsRbK_GaF6,Cs,Rb,K,Ga,F,6.377254638,6.408908085,-0.493897659,-3.016249963,5.927541
1082,Cs2RbInBr6,Cs,Cs,Rb,In,Br,8.626066334,8.467164079,1.876688033,-1.605688867,2.466528
1083,CsK_CoCuF6,Cs,K,Co,Cu,F,5.972153163,5.934572139,0.633255829,-2.303814783,0
1084,Cs2BeBaBr6,Cs,Cs,Be,Ba,Br,7.331212397,8.017807019,-8.56337176,-1.751782277,3.72482
1085,RbK_CoSnF6,Rb,K,Co,Sn,F,6.154586713,6.259601812,-1.677664205,-2.490756232,0.00384
1086,CsRbBeSnF6,Cs,Rb,Be,Sn,F,6.042863841,6.072378925,-0.486054714,-2.826027237,4.293425
1087,Rb2MnCoF6,Rb,Rb,Mn,Co,F,6.048520696,5.977120664,1.19455564,-2.557387551,0
1088,CsK_BeCaF6,Cs,K,Be,Ca,F,5.959425241,5.886644502,1.23637055,-3.332538423,7.080974
1089,Rb2MgCdF6,Rb,Rb,Mg,Cd,F,6.096603957,6.077204642,0.319214444,-3.060870768,4.958087
1090,Rb2K_ScF6,Rb,Rb,K,Sc,F,6.487563296,6.489860418,-0.035395553,-3.511238401,6.377018
1091,CsK_CrPtCl6,Cs,K,Cr,Pt,Cl,7.083725023,7.101821032,-0.254808012,-1.32637128,0.002955
1092,Rb2CuSrF6,Rb,Rb,Cu,Sr,F,6.233782672,6.297733023,-1.015450334,-2.895696462,0.001533
1093,Cs2AgSbCl6,Cs,Cs,Ag,Sb,Cl,7.522767624,7.664977719,-1.855323006,-1.515164919,1.494911
1094,Cs2K_AuBr6,Cs,Cs,K,Au,Br,8.212903842,8.232633133,-0.239647397,-1.252468509,0
1095,CsK_MnSnCl6,Cs,K,Mn,Sn,Cl,7.124666506,7.557967122,-5.733031237,-1.641685229,1.49831
1096,RbK_AgAuF6,Rb,K,Ag,Au,F,6.402710482,6.291955795,1.760258505,-1.971114894,0
1097,CsRbCaCuF6,Cs,Rb,Ca,Cu,F,6.139030364,6.183439022,-0.718187045,-2.922536468,0.001969
1098,CsRbCuPtF6,Cs,Rb,Cu,Pt,F,6.037206987,6.115535532,-1.280812524,-2.069591888,0
1099,RbK_BeSrF6,Rb,K,Be,Sr,F,5.969324736,5.960912242,0.141127627,-3.336866955,6.515467
1100,CsK_NaCoF6,Cs,K,Na,Co,F,6.101482994,6.107683965,-0.101527372,-2.656371819,0.002735
1101,Rb2CoAuCl6,Rb,Rb,Co,Au,Cl,7.090018274,7.095473358,-0.076881185,-1.210158046,0
1102,CsRbFePtF6,Cs,Rb,Fe,Pt,F,6.071148113,6.191881058,-1.949858918,-2.152766961,0
1103,K_2CuSbF6,K,K,Cu,Sb,F,6.132595692,6.249265465,-1.866935781,-2.42886158,0.881319
1104,RbK_AlCsF6,Rb,K,Al,Cs,F,6.641712574,6.530566207,1.701940743,-3.306461491,5.743402
1105,CsRbLiMoF6,Cs,Rb,Li,Mo,F,5.916433149,6.105246908,-3.092647387,-2.867872358,2.07787
1106,Rb2PdPbF6,Rb,Rb,Pd,Pb,F,6.421873076,6.490465973,-1.056825462,-2.330992115,0
1107,RbK_CaPbF6,Rb,K,Ca,Pb,F,6.54632387,6.604934026,-0.887369287,-3.159384458,4.88006
1108,CsRbNaCoCl6,Cs,Rb,Na,Co,Cl,7.262552328,7.242698424,0.274123025,-1.60311309,1.047863
1109,CsRbTiPtF6,Cs,Rb,Ti,Pt,F,6.523696453,6.470372038,0.824132132,-2.588627122,0.067258
1110,K_BaNaCuF6,K,Ba,Na,Cu,F,5.968617629,5.970793975,-0.036449859,-2.906522137,0
1111,Cs2NaNiF6,Cs,Cs,Na,Ni,F,6.101482994,6.212498629,-1.786972386,-2.575340991,0.000856
1112,Cs2RbInF6,Cs,Cs,Rb,In,F,6.776062863,6.811038318,-0.513511353,-2.945741298,5.376666
1113,K_2NaAlF6,K,K,Na,Al,F,5.83419663,5.834494483,-0.005105035,-3.41870617,6.863689
1114,CsK_TiPtF6,Cs,K,Ti,Pt,F,6.515211171,6.432686766,1.282891706,-2.57237332,0.0326
1115,CsK_MnPtF6,Cs,K,Mn,Pt,F,6.139030364,6.150386068,-0.184634003,-2.299946588,0.590615
1116,CsK_MgCrF6,Cs,K,Mg,Cr,F,5.983466872,5.962583113,0.350246841,-3.03074675,0
1117,CsK_RhAuCl6,Cs,K,Rh,Au,Cl,7.166385806,7.18314184,-0.233268873,-1.231495873,0.089548
1118,CsRbV_FeF6,Cs,Rb,V,Fe,F,6.498240608,6.034800284,7.679464144,-2.643238321,0
1119,RbK_ZnBaF6,Rb,K,Zn,Ba,F,6.458642629,6.513567852,-0.843243277,-3.087452017,4.522228
1120,Rb2CuBiF6,Rb,Rb,Cu,Bi,F,6.317857669,6.394018337,-1.191123703,-2.455945333,0.967299
1121,CsRbRuAgCl6,Cs,Rb,Ru,Ag,Cl,7.392659976,7.263041313,1.784633426,-1.301358213,0
1122,CsRbCdPbBr6,Cs,Rb,Cd,Pb,Br,7.565971848,8.187103705,-7.586710507,-1.420147535,1.89464
1123,CsK_CoNiF6,Cs,K,Co,Ni,F,5.97498159,5.917962039,0.963499776,-2.293603112,0
1124,Cs2K_TiI6,Cs,Cs,K,Ti,I,8.801216684,8.776073422,0.286497854,-1.310127927,0.008481
1125,CsRbNaScF6,Cs,Rb,Na,Sc,F,6.259874912,6.266875645,-0.111710099,-3.539753171,6.866194
1126,Cs2SrBaF6,Cs,Cs,Sr,Ba,F,7.020085413,7.04701183,-0.382096946,-3.582896268,5.702077
1127,RbK_CaCdF6,Rb,K,Ca,Cd,F,6.379446669,6.342477595,0.58288064,-3.147811156,4.938972
1128,K_2CrMnF6,K,K,Cr,Mn,F,5.997609007,5.968547206,0.486915827,-2.731538443,0
1129,CsRbBeTiF6,Cs,Rb,Be,Ti,F,6.19701312,5.806064383,6.733455077,-2.933568663,0.001035
1130,Cs2TiAgCl6,Cs,Cs,Ti,Ag,Cl,7.403973684,7.403143814,0.011209697,-1.764608835,0
1131,CsRbMnPbCl6,Cs,Rb,Mn,Pb,Cl,7.261915932,7.638604222,-4.93137593,-1.693257047,1.8687
1132,CsK_CaSrCl6,Cs,K,Ca,Sr,Cl,7.966194286,7.874742711,1.161327784,-2.458501814,4.777667
1133,Cs2MnSnBr6,Cs,Cs,Mn,Sn,Br,7.417479424,8.002569229,-7.31127452,-1.415437215,1.308815
1134,RbK_CuAgCl6,Rb,K,Cu,Ag,Cl,7.135273108,7.083053925,0.737241076,-1.280589635,0.044433
1135,CsK_AlAgF6,Cs,K,Al,Ag,F,6.155223109,6.148696098,0.106152766,-2.990269023,3.278293
1136,CsK_NaBiBr6,Cs,K,Na,Bi,Br,8.137950523,8.188456095,-0.616789922,-1.521275828,3.087467
1137,K_2TiZnF6,K,K,Ti,Zn,F,6.399245659,5.922234052,8.054588907,-2.859128905,0
1138,CsK_NiBaF6,Cs,K,Ni,Ba,F,6.455814202,6.497914389,-0.647903073,-2.91693187,1.504213
1139,CsRbBeBaF6,Cs,Rb,Be,Ba,F,6.230954245,6.246489254,-0.248699844,-3.276142206,6.367998
1140,CsRbMgCdCl6,Cs,Rb,Mg,Cd,Cl,7.004529064,7.354767805,-4.762063879,-1.888955422,2.697492
1141,Rb2CaCuF6,Rb,Rb,Ca,Cu,F,6.051349123,6.119252228,-1.109663444,-2.932594884,0.001989
1142,K_2NiPtF6,K,K,Ni,Pt,F,5.793962254,5.968148838,-2.918603217,-2.089294927,0.751981
